term,all_text,labels,valid_until,country_codes,countries,node_id,sourceID,address,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note,filename,inactivation_date,struck_off_date,all_text_low
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56006417_Paradise Papers - Malta corporate registry_NA_EMMANUEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56006417,Paradise Papers - Malta corporate registry,,EMMANUEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56006417_paradise papers - malta corporate registry_na_emmanuel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56003587_Paradise Papers - Malta corporate registry_NA_SILVAN E MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56003587,Paradise Papers - Malta corporate registry,,SILVAN E MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56003587_paradise papers - malta corporate registry_na_silvan e mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56004778_Paradise Papers - Malta corporate registry_NA_KEVIN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56004778,Paradise Papers - Malta corporate registry,,KEVIN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56004778_paradise papers - malta corporate registry_na_kevin mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56004218_Paradise Papers - Malta corporate registry_NA_HUBERT C MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56004218,Paradise Papers - Malta corporate registry,,HUBERT C MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56004218_paradise papers - malta corporate registry_na_hubert c mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56006568_Paradise Papers - Malta corporate registry_NA_ADRIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56006568,Paradise Papers - Malta corporate registry,,ADRIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56006568_paradise papers - malta corporate registry_na_adrian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56008928_Paradise Papers - Malta corporate registry_NA_KARA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56008928,Paradise Papers - Malta corporate registry,,KARA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56008928_paradise papers - malta corporate registry_na_kara mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56006575_Paradise Papers - Malta corporate registry_NA_RICHARD MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56006575,Paradise Papers - Malta corporate registry,,RICHARD MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56006575_paradise papers - malta corporate registry_na_richard mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56006912_Paradise Papers - Malta corporate registry_NA_ANGELA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56006912,Paradise Papers - Malta corporate registry,,ANGELA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56006912_paradise papers - malta corporate registry_na_angela mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56009891_Paradise Papers - Malta corporate registry_NA_JASON MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56009891,Paradise Papers - Malta corporate registry,,JASON MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56009891_paradise papers - malta corporate registry_na_jason mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56007229_Paradise Papers - Malta corporate registry_NA_DAVID MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56007229,Paradise Papers - Malta corporate registry,,DAVID MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56007229_paradise papers - malta corporate registry_na_david mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56008063_Paradise Papers - Malta corporate registry_NA_EMANUEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56008063,Paradise Papers - Malta corporate registry,,EMANUEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56008063_paradise papers - malta corporate registry_na_emanuel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56010947_Paradise Papers - Malta corporate registry_NA_GORDON MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56010947,Paradise Papers - Malta corporate registry,,GORDON MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56010947_paradise papers - malta corporate registry_na_gordon mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_IRL;MLT_Ireland;Malta_56011193_Paradise Papers - Malta corporate registry_NA_CLINTON MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,IRL;MLT,Ireland;Malta,56011193,Paradise Papers - Malta corporate registry,,CLINTON MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_irl;mlt_ireland;malta_56011193_paradise papers - malta corporate registry_na_clinton mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56007891_Paradise Papers - Malta corporate registry_NA_STEVE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56007891,Paradise Papers - Malta corporate registry,,STEVE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56007891_paradise papers - malta corporate registry_na_steve mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013418_Paradise Papers - Malta corporate registry_NA_RAYMOND MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013418,Paradise Papers - Malta corporate registry,,RAYMOND MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013418_paradise papers - malta corporate registry_na_raymond mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012056_Paradise Papers - Malta corporate registry_NA_CHRISTIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012056,Paradise Papers - Malta corporate registry,,CHRISTIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012056_paradise papers - malta corporate registry_na_christian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56010136_Paradise Papers - Malta corporate registry_NA_CHRISTIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56010136,Paradise Papers - Malta corporate registry,,CHRISTIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56010136_paradise papers - malta corporate registry_na_christian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013793_Paradise Papers - Malta corporate registry_NA_ROBERTO JOSEF MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013793,Paradise Papers - Malta corporate registry,,ROBERTO JOSEF MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013793_paradise papers - malta corporate registry_na_roberto josef mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013794_Paradise Papers - Malta corporate registry_NA_ROBERTO J MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013794,Paradise Papers - Malta corporate registry,,ROBERTO J MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013794_paradise papers - malta corporate registry_na_roberto j mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56014256_Paradise Papers - Malta corporate registry_NA_ISABELLA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56014256,Paradise Papers - Malta corporate registry,,ISABELLA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56014256_paradise papers - malta corporate registry_na_isabella mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012698_Paradise Papers - Malta corporate registry_NA_REUBEN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012698,Paradise Papers - Malta corporate registry,,REUBEN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012698_paradise papers - malta corporate registry_na_reuben mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56015017_Paradise Papers - Malta corporate registry_NA_WILFRED MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56015017,Paradise Papers - Malta corporate registry,,WILFRED MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56015017_paradise papers - malta corporate registry_na_wilfred mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56015228_Paradise Papers - Malta corporate registry_NA_VINCENT MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56015228,Paradise Papers - Malta corporate registry,,VINCENT MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56015228_paradise papers - malta corporate registry_na_vincent mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56014682_Paradise Papers - Malta corporate registry_NA_DAVID MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56014682,Paradise Papers - Malta corporate registry,,DAVID MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56014682_paradise papers - malta corporate registry_na_david mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56014755_Paradise Papers - Malta corporate registry_NA_RYAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56014755,Paradise Papers - Malta corporate registry,,RYAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56014755_paradise papers - malta corporate registry_na_ryan mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56016234_Paradise Papers - Malta corporate registry_NA_SILVAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56016234,Paradise Papers - Malta corporate registry,,SILVAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56016234_paradise papers - malta corporate registry_na_silvan mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56016282_Paradise Papers - Malta corporate registry_NA_RICHARD MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56016282,Paradise Papers - Malta corporate registry,,RICHARD MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56016282_paradise papers - malta corporate registry_na_richard mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56015801_Paradise Papers - Malta corporate registry_NA_MARIA CHRISTINE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56015801,Paradise Papers - Malta corporate registry,,MARIA CHRISTINE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56015801_paradise papers - malta corporate registry_na_maria christine mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_GBR;MLT_United Kingdom;Malta_56011039_Paradise Papers - Malta corporate registry_NA_ALEXANDER MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,GBR;MLT,United Kingdom;Malta,56011039,Paradise Papers - Malta corporate registry,,ALEXANDER MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_gbr;mlt_united kingdom;malta_56011039_paradise papers - malta corporate registry_na_alexander mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012549_Paradise Papers - Malta corporate registry_NA_RACHEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012549,Paradise Papers - Malta corporate registry,,RACHEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012549_paradise papers - malta corporate registry_na_rachel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012751_Paradise Papers - Malta corporate registry_NA_VICTOR MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012751,Paradise Papers - Malta corporate registry,,VICTOR MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012751_paradise papers - malta corporate registry_na_victor mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56016945_Paradise Papers - Malta corporate registry_NA_CARMELO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56016945,Paradise Papers - Malta corporate registry,,CARMELO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56016945_paradise papers - malta corporate registry_na_carmelo mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56016353_Paradise Papers - Malta corporate registry_NA_MICHAEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56016353,Paradise Papers - Malta corporate registry,,MICHAEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56016353_paradise papers - malta corporate registry_na_michael mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017445_Paradise Papers - Malta corporate registry_NA_MONIQUE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017445,Paradise Papers - Malta corporate registry,,MONIQUE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017445_paradise papers - malta corporate registry_na_monique mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013217_Paradise Papers - Malta corporate registry_NA_SAVIOUR MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013217,Paradise Papers - Malta corporate registry,,SAVIOUR MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013217_paradise papers - malta corporate registry_na_saviour mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013524_Paradise Papers - Malta corporate registry_NA_ROBERT MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013524,Paradise Papers - Malta corporate registry,,ROBERT MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013524_paradise papers - malta corporate registry_na_robert mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012208_Paradise Papers - Malta corporate registry_NA_EMANUEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012208,Paradise Papers - Malta corporate registry,,EMANUEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012208_paradise papers - malta corporate registry_na_emanuel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012505_Paradise Papers - Malta corporate registry_NA_SAMUEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012505,Paradise Papers - Malta corporate registry,,SAMUEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012505_paradise papers - malta corporate registry_na_samuel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012645_Paradise Papers - Malta corporate registry_NA_TONIO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012645,Paradise Papers - Malta corporate registry,,TONIO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012645_paradise papers - malta corporate registry_na_tonio mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013058_Paradise Papers - Malta corporate registry_NA_ADRIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013058,Paradise Papers - Malta corporate registry,,ADRIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013058_paradise papers - malta corporate registry_na_adrian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013330_Paradise Papers - Malta corporate registry_NA_RITA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013330,Paradise Papers - Malta corporate registry,,RITA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013330_paradise papers - malta corporate registry_na_rita mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013624_Paradise Papers - Malta corporate registry_NA_ANTHONY MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013624,Paradise Papers - Malta corporate registry,,ANTHONY MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013624_paradise papers - malta corporate registry_na_anthony mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017643_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017643,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017643_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56015048_Paradise Papers - Malta corporate registry_NA_NATHALIE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56015048,Paradise Papers - Malta corporate registry,,NATHALIE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56015048_paradise papers - malta corporate registry_na_nathalie mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017673_Paradise Papers - Malta corporate registry_NA_ALEXIA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017673,Paradise Papers - Malta corporate registry,,ALEXIA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017673_paradise papers - malta corporate registry_na_alexia mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56018149_Paradise Papers - Malta corporate registry_NA_KEVIN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56018149,Paradise Papers - Malta corporate registry,,KEVIN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56018149_paradise papers - malta corporate registry_na_kevin mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56011999_Paradise Papers - Malta corporate registry_NA_SIMON MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56011999,Paradise Papers - Malta corporate registry,,SIMON MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56011999_paradise papers - malta corporate registry_na_simon mifsud_na_na_na_na_na_na_na_na_na_na
